season,week,player_id,player_name,team,opponent,position,receptions_projection,receiving_yards_projection,rushing_yards_projection,carries_projection,pass_attempts_projection,completions_projection,passing_yards_projection,l3_targets,l5_targets,l8_targets,l3_receptions,l5_receptions,l8_receptions,l3_receiving_yards,l5_receiving_yards,l8_receiving_yards,l3_carries,l5_carries,l8_carries,l3_rushing_yards,l5_rushing_yards,l8_rushing_yards,l3_pass_attempts,l5_pass_attempts,l8_pass_attempts,l3_completions,l5_completions,l8_completions,l3_passing_yards,l5_passing_yards,l8_passing_yards,spread_line,total_line,team_implied_total,opponent_implied_total,favorite_status,spread_bucket,game_total_bucket,pass_volume_environment,rush_volume_environment,opp_receiving_fit_score,opp_rushing_fit_score,opp_passing_fit_score,defense_fit_sample_games,defense_fit_reliability,recent_form_reliability,game_environment_reliability,context_data_quality,receiving_market_available,rushing_market_available,passing_market_available,projection_score,usage_foundation_score,recent_form_score,opponent_fit_score,game_script_score,weather_score,role_availability_score,volatility_score,data_quality_score,overall_signal_score,signal_tier,green_signal_count,yellow_signal_count,red_flag_count,missing_signal_count,top_signal_reason,review_reason,blocked_reason,roster_status,role_status,injury_status,readiness_status,usage_status,final_readiness,live_betting_output_created,signal_explanation,recommended_user_action,top_positive_driver_1,top_positive_driver_2,top_negative_driver_1,top_negative_driver_2,receptions_confidence_bucket,receptions_quality_flags,receiving_yards_confidence_bucket,receiving_yards_quality_flags,rushing_yards_confidence_bucket,rushing_yards_quality_flags,carries_confidence_bucket,carries_quality_flags,pass_attempts_confidence_bucket,pass_attempts_quality_flags,completions_confidence_bucket,completions_quality_flags,passing_yards_confidence_bucket,passing_yards_quality_flags,recent_receiving_sample_games,recent_rushing_sample_games,recent_passing_sample_games,recent_receiving_trend,recent_rushing_trend,recent_passing_trend,recent_form_notes,game_id,home_team,away_team,is_home,game_environment_notes,opp_allowed_targets_to_position,opp_allowed_receptions_to_position,opp_allowed_rec_yards_to_position,opp_allowed_rec_yards_per_game_to_position,opp_allowed_carries_to_position,opp_allowed_rush_yards_to_position,opp_allowed_rush_yards_per_game_to_position,opp_allowed_pass_attempts,opp_allowed_completions,opp_allowed_passing_yards,opp_allowed_passing_yards_per_game,opp_receiving_fit_reliability,opp_rushing_fit_reliability,opp_passing_fit_reliability,defense_fit_notes,context_notes,recent_context_available,defense_context_available,game_context_available,market_family,plain_english_summary,why_green,why_yellow_or_review,why_red_or_blocked,data_limitations,top_positive_driver_3,top_negative_driver_3,driver_notes
2025,1,,T.Jones,ARI,,RB,1.1242138373124513,9.210440295496136,36.588693602499056,2.6008960340779272,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,True,False,86.57,66.67,50.07,,,,35,55,65.7,70.22,GOOD_SIGNAL,2,0,0,5,projection strength: 86.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.6,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_YARDAGE_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,"receiving, rushing",GOOD_SIGNAL at 70.2. Main support: projection strength: 86.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.6; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,B.Nix,DEN,BUF,QB,,,24.49976064734797,3.0274532326485355,27.48940802056919,17.371664965839578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,False,True,True,86.49,66.67,50.07,,,,35,55,65.7,70.19,GOOD_SIGNAL,2,0,0,5,projection strength: 86.5; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.2. Main support: projection strength: 86.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.5,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,,,,,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,"rushing, passing",GOOD_SIGNAL at 70.2. Main support: projection strength: 86.5; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.5; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,B.Skowronek,PIT,,WR,2.8498809901744413,37.19529264982462,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,86.39,66.67,50.07,,,,35,55,65.7,70.14,GOOD_SIGNAL,2,0,0,5,projection strength: 86.4; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.4,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.4; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.4; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,D.Douglas,NE,,WR,2.880018341184106,28.06010453767084,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,86.25,66.67,50.07,,,,35,55,65.7,70.08,GOOD_SIGNAL,2,0,0,5,projection strength: 86.2; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.2,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 70.1. Main support: projection strength: 86.2; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.2; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,T.Dell,HOU,,WR,2.7412777806498263,37.148141770759146,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,86.07,66.67,50.07,,,,35,55,65.7,70.0,GOOD_SIGNAL,2,0,0,5,projection strength: 86.1; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.1,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.1; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,J.Hurts,PHI,KC,QB,,,32.26576802968242,4.688296900799044,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,False,True,False,86.07,66.67,50.07,,,,35,55,65.7,70.0,GOOD_SIGNAL,2,0,0,5,projection strength: 86.1; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 86.1,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,,,,,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,rushing,GOOD_SIGNAL at 70.0. Main support: projection strength: 86.1; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 86.1; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,A.Lazard,NYJ,,WR,2.481221267694313,32.487848086156646,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,85.9,66.67,50.07,,,,35,55,65.7,69.93,GOOD_SIGNAL,2,0,0,5,projection strength: 85.9; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 85.9,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.9; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.9; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,Z.Jones,ARI,,WR,2.86126475922442,28.825053777518683,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,85.78,66.67,50.07,,,,35,55,65.7,69.88,GOOD_SIGNAL,2,0,0,5,projection strength: 85.8; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 85.8,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.8; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.8; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,A.Trammell,JAX,,WR,2.1552680477434,32.45584148209609,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,85.74,66.67,50.07,,,,35,55,65.7,69.86,GOOD_SIGNAL,2,0,0,5,projection strength: 85.7; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 85.7,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_YARDAGE_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 69.9. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,A.Richardson,IND,TEN,QB,,,32.207745688186115,4.677862397350377,11.663055809269215,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,False,True,True,85.66,66.67,50.07,,,,35,55,65.7,69.83,GOOD_SIGNAL,2,0,0,5,projection strength: 85.7; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 85.7,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,,,,,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,"rushing, passing",GOOD_SIGNAL at 69.8. Main support: projection strength: 85.7; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.7; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
2025,1,,D.Robinson,LA,,WR,2.1976975374353804,32.29047166346568,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,MISSING,HIGH,MISSING,67,True,False,False,85.57,66.67,50.07,,,,35,55,65.7,69.79,GOOD_SIGNAL,2,0,0,5,projection strength: 85.6; usage foundation: 66.7,"Context V1: defense fit missing/low reliability for some players; game environment missing for some players; weather, route share, first-read share, and coverage are not sourced.",,NEEDS DATA,NEEDS DATA,NEEDS DATA,DATA_NEEDS_LIVE_CONTEXT,HISTORICAL TEST ONLY,NO-GO,False,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,GOOD_SIGNAL,projection strength: 85.6,usage foundation: 66.7,role and availability context: 35.0,missing signal count: 5,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,,,,,,,,,,,8,8,8,MISSING,MISSING,MISSING,Pre-target weekly player stats only.,,,,,No schedule game matched team/opponent.,,,,,,,,,,,,MISSING,MISSING,MISSING,LOW_RELIABILITY_DEFENSE_FIT: shrinkage applied to historical allowed stats.,"Context V1 uses pre-target weekly history, schedules.csv game lines where present, and shrinkage-adjusted defense allowed stats.",True,False,False,receiving,GOOD_SIGNAL at 69.8. Main support: projection strength: 85.6; usage foundation: 66.7. Main caution: role and availability context: 35.0; missing signal count: 5.,projection strength: 85.6; usage foundation: 66.7; data quality: 65.7,,,weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited,data quality: 65.7,review context: Context V1: defense fit missing/low reliability for some players; game environment missing,Research-only driver summary. Limitations: weather not sourced; live role/injury gates not ready; defense fit limited; game environment limited
